年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均海面気圧(hPa),平均湿度(％),平均雲量(10分比),天気概況(昼：06時～18時)
2001/11/17,16.6,5.4,0.0,4.6,1.5,1019.7,65,8.3,曇時々晴
2001/11/18,14.7,7.7,0.0,3.9,1.5,1020.8,65,6.3,曇時々晴
2001/11/19,13.9,5.9,0.0,2.9,1.1,1022.6,71,6.8,曇一時晴
2001/11/20,16.7,3.8,0,9.3,1.0,1023.8,67,0.3,快晴
2001/11/21,18.6,4.0,0,9.2,1.2,1022.5,63,0.3,快晴
2001/11/22,19.0,4.2,0,9.3,1.1,1022.8,67,0.5,快晴
2001/11/23,18.4,5.9,0,8.9,0.9,1021.4,72,0.0,快晴
2001/11/24,18.2,5.2,0,9.0,0.9,1016.9,68,0.0,快晴
2001/11/25,18.1,4.2,0,8.5,1.1,1013.1,64,0.0,快晴
2001/11/26,15.4,6.8,0.0,7.4,2.3,1015.6,55,2.8,晴一時曇
2001/11/27,12.5,4.1,0,8.1,1.9,1019.3,56,4.0,晴
2001/11/28,14.3,1.8,0,8.4,1.5,1021.0,56,2.0,晴
2001/11/29,14.9,4.1,2.0,2.0,0.9,1016.5,72,9.5,曇後雨
2001/11/30,16.3,7.4,5.0,3.3,1.5,1010.9,69,5.3,曇一時雨後晴
2001/12/1,15.6,4.4,0,6.7,1.2,1019.6,64,7.5,晴後薄曇
2001/12/2,15.9,3.9,0,7.5,1.2,1022.9,69,3.5,晴
2001/12/3,14.2,4.6,0.0,2.0,0.9,1021.3,73,5.5,曇一時晴
2001/12/4,14.8,6.1,6.0,2.2,1.2,1017.9,77,8.5,曇一時雨後晴
2001/12/5,15.2,3.8,0.0,5.0,1.0,1019.4,73,5.0,晴後曇一時雨
2001/12/6,12.3,6.4,4.5,0,1.4,1016.4,74,7.8,曇時々雨
2001/12/7,13.7,4.2,0.0,7.6,1.8,1024.0,64,3.8,晴
2001/12/8,12.9,1.9,0.0,6.6,1.1,1027.2,71,4.5,晴時々曇
2001/12/9,10.9,5.5,0.0,1.4,1.4,1027.2,74,6.3,曇一時雨後時々晴
2001/12/10,9.7,4.7,0.5,4.0,1.7,1026.9,72,8.5,曇後雨
2001/12/11,9.1,4.0,0.0,0.6,1.8,1029.4,62,8.3,曇時々雨
2001/12/12,12.7,2.3,0.0,9.0,1.1,1028.3,65,3.3,快晴
2001/12/13,13.7,6.8,13.0,0,1.5,1013.7,81,9.5,雨
2001/12/14,8.4,2.8,0.0,3.6,2.5,1018.5,53,5.0,曇時々晴一時雨、みぞれを伴う
2001/12/15,8.6,1.3,0.0,5.5,2.6,1023.4,52,2.8,晴一時曇
2001/12/16,11.8,1.3,0,8.7,1.6,1027.7,54,1.3,晴
2001/12/17,8.9,0.6,0,0.4,1.0,1025.5,69,5.3,曇
2001/12/18,10.1,1.6,0.0,5.4,1.4,1026.7,68,6.0,晴一時曇
2001/12/19,11.8,0.8,0,7.1,1.3,1028.7,65,7.8,晴一時薄曇
2001/12/20,9.9,2.7,0.0,4.6,1.2,1028.2,70,5.0,晴時々曇
2001/12/21,6.5,2.8,1.5,0,0.9,1018.7,81,10.0,雨
2001/12/22,7.5,2.2,1.5,2.6,1.5,1016.6,71,9.3,曇時々雨一時晴、みぞれを伴う
2001/12/23,8.6,-0.5,0.0,6.5,1.1,1023.0,74,5.3,晴一時曇
2001/12/24,11.9,0.5,0.0,7.6,1.3,1023.5,65,4.3,晴一時薄曇
2001/12/25,8.0,-0.2,0.0,2.9,1.1,1018.0,67,5.0,晴後曇
2001/12/26,9.9,3.2,2.5,2.9,1.4,1022.3,76,8.0,雨時々晴、みぞれを伴う
2001/12/27,11.3,2.9,0.0,4.1,1.3,1022.1,65,7.3,曇後時々晴
2001/12/28,9.9,3.0,0.0,2.7,1.7,1020.7,61,7.5,晴後曇
2001/12/29,10.1,-0.1,0.0,6.5,1.5,1017.1,69,5.0,晴
2001/12/30,9.7,2.1,0.5,6.0,2.4,1012.7,55,7.8,晴時々曇
2001/12/31,10.8,-0.3,0,6.9,1.3,1019.9,59,5.5,晴
2002/1/1,9.7,1.0,0.5,2.0,0.9,1012.6,73,9.8,曇一時雨
2002/1/2,5.6,-2.8,0.0,3.4,3.1,1008.5,56,7.8,晴時々曇
2002/1/3,6.3,-2.8,0.0,5.9,2.4,1014.2,56,7.0,曇時々晴一時雪
2002/1/4,7.9,1.4,0.0,0.2,1.3,1012.4,68,8.5,曇後時々雨
2002/1/5,9.3,1.4,1.0,6.2,2.6,1010.6,63,7.3,晴時々曇一時雨、みぞれを伴う
2002/1/6,6.8,1.1,0.0,3.8,1.8,1022.6,74,5.0,曇時々晴一時雨、みぞれを伴う
2002/1/7,9.0,0.0,4.5,1.6,1.6,1018.7,74,8.8,曇一時晴
2002/1/8,7.9,1.0,0.0,5.0,2.8,1012.5,45,5.0,晴時々曇
2002/1/9,9.0,0.6,0.0,4.4,2.2,1017.8,55,6.5,曇一時雪後晴
2002/1/10,10.2,0.0,0,4.3,1.2,1016.8,64,5.5,晴後薄曇
2002/1/11,14.2,3.7,0.0,4.5,1.3,1012.5,68,8.3,曇後時々晴
2002/1/12,15.1,1.4,0,8.9,1.2,1019.0,67,0.5,晴
2002/1/13,15.5,4.5,0,3.5,1.1,1022.1,69,8.0,曇一時晴
2002/1/14,14.0,3.7,0,7.2,1.0,1026.3,64,6.0,晴時々薄曇
2002/1/15,11.9,9.4,6.0,0,0.6,1021.2,80,10.0,雨後曇
2002/1/16,14.8,9.6,13.0,0,1.1,1007.5,85,10.0,雨、霧を伴う
2002/1/17,10.9,4.7,0.0,2.7,2.2,1011.8,64,9.8,曇時々雨一時晴
2002/1/18,7.3,3.8,0.0,0,1.5,1019.2,55,10.0,曇
2002/1/19,10.1,1.6,0,7.1,1.8,1023.0,55,8.8,薄曇
2002/1/20,12.0,-0.1,0.0,5.0,2.2,1022.0,62,7.5,晴後曇
2002/1/21,11.9,7.1,27.5,0,2.1,1007.2,78,10.0,雨後曇
2002/1/22,8.8,1.8,0.0,6.5,2.2,1011.9,53,3.0,晴
2002/1/23,7.9,0.1,0,7.7,2.1,1016.6,47,1.3,晴時々曇
2002/1/24,9.4,-1.3,0,6.8,1.5,1022.7,54,1.0,晴
2002/1/25,7.8,0.5,0.0,1.5,1.5,1027.6,61,7.0,曇
2002/1/26,8.3,0.5,7.0,0,1.8,1021.4,69,10.0,曇後一時雨
2002/1/27,10.2,3.6,10.0,3.0,2.7,1006.2,74,9.0,雨時々晴
2002/1/28,9.3,2.8,0.0,1.6,2.1,1014.0,64,5.8,曇一時雨
2002/1/29,7.4,0.5,0.0,2.5,2.1,1016.9,54,6.3,曇時々晴
2002/1/30,8.9,-0.9,0.0,5.4,1.8,1019.5,56,6.0,晴後時々曇
2002/1/31,7.6,0.7,0.0,6.9,2.1,1023.7,59,6.5,晴時々曇一時雪
2002/2/1,9.5,-2.0,0,8.9,1.4,1026.6,66,1.8,晴
2002/2/2,8.7,0.2,0.0,0,1.3,1026.7,70,10.0,曇
2002/2/3,10.0,3.1,0.0,0.8,2.0,1023.5,68,10.0,曇
2002/2/4,12.2,3.9,0.0,4.1,1.7,1023.9,63,9.0,曇一時雨後時々晴
2002/2/5,12.5,2.8,3.5,0,0.9,1019.5,68,10.0,曇後雨
2002/2/6,13.2,3.2,0,4.6,1.1,1017.5,75,4.3,曇後晴
2002/2/7,13.7,2.5,0.0,4.1,1.6,1017.4,63,5.8,曇後晴
2002/2/8,11.7,0.6,0,5.8,1.4,1017.0,55,6.0,晴後曇
2002/2/9,9.6,1.9,0.0,3.2,2.1,1013.2,63,6.3,曇時々晴一時雨
2002/2/10,7.6,1.7,0.0,1.3,1.7,1013.0,68,9.5,曇時々雨、みぞれを伴う
2002/2/11,6.6,0.6,0.0,3.9,2.2,1011.9,60,7.8,曇時々晴一時みぞれ
2002/2/12,8.4,0.1,0.0,4.8,1.7,1018.2,62,5.3,曇時々晴
2002/2/13,8.5,-0.6,0.0,6.0,1.7,1021.0,63,5.0,晴時々曇
2002/2/14,10.1,0.9,0.0,8.1,1.7,1025.0,60,4.3,晴
2002/2/15,7.6,0.3,0.0,4.3,1.7,1027.2,67,4.3,曇時々晴一時雪
2002/2/16,11.0,-1.9,0,9.9,1.5,1025.7,57,4.3,晴
2002/2/17,9.0,3.2,1.0,0,0.9,1017.1,69,10.0,曇後雨
2002/2/18,9.2,0.5,0.5,4.5,2.4,1014.6,68,8.3,曇時々晴
2002/2/19,5.6,0.0,0.5,3.1,2.4,1021.2,69,9.3,雪
2002/2/20,12.1,2.7,0.0,9.1,1.9,1027.6,57,1.8,晴
2002/2/21,15.3,0.3,0.0,7.2,1.4,1026.5,56,5.0,晴後薄曇
2002/2/22,16.4,8.2,0.0,1.4,1.5,1021.1,64,8.8,曇一時雨
2002/2/23,14.1,5.9,0,7.7,2.0,1020.1,51,7.0,晴
2002/2/24,12.7,2.7,0,5.3,1.9,1022.6,48,6.0,晴時々曇
2002/2/25,13.9,0.0,0,10.0,1.2,1024.2,46,4.8,晴
2002/2/26,13.9,5.1,0.0,1.1,1.1,1020.9,54,10.0,曇後一時雨
2002/2/27,14.5,5.0,0.5,1.4,1.2,1019.3,68,7.5,曇後一時雨
2002/2/28,11.7,8.9,12.5,0,1.0,1017.1,85,10.0,雨
2002/3/1,15.9,8.0,0.0,2.4,1.7,1021.1,66,9.3,曇時々晴
2002/3/2,15.2,4.3,0.0,5.2,2.4,1021.1,63,9.5,晴後曇
2002/3/3,11.5,2.2,0.0,9.9,2.4,1023.8,44,4.5,晴
2002/3/4,14.9,-0.3,0,8.2,1.6,1024.1,50,4.5,晴後薄曇
2002/3/5,11.4,4.7,33.0,0,1.5,1015.5,66,10.0,曇後雨
2002/3/6,14.3,5.5,20.5,0.4,1.7,1004.3,75,9.5,曇後時々雨
2002/3/7,10.5,2.5,0.0,5.6,1.9,1013.6,61,4.0,晴時々曇
2002/3/8,10.2,1.3,0.0,5.8,1.8,1026.1,61,3.3,晴時々曇
2002/3/9,14.9,-0.5,0,10.8,1.8,1026.9,53,0.0,快晴
2002/3/10,17.3,1.9,0.0,7.8,1.7,1018.1,63,3.3,晴後一時雨
2002/3/11,17.1,6.8,0.0,10.0,1.9,1017.0,51,3.5,晴
2002/3/12,19.5,3.4,0,9.4,2.0,1018.1,53,5.0,晴一時薄曇
2002/3/13,17.5,4.0,0,10.8,1.5,1023.7,41,0.8,快晴
2002/3/14,20.3,3.4,4.0,7.6,1.5,1017.1,52,7.8,薄曇
2002/3/15,19.4,11.6,2.0,3.3,1.7,1004.7,70,7.8,曇一時雨、雷を伴う
2002/3/16,17.5,8.5,0,5.1,1.6,1015.4,57,5.0,曇後晴
2002/3/17,21.6,6.7,0.0,7.1,1.6,1016.9,58,8.8,薄曇
2002/3/18,19.1,5.9,0.0,4.7,2.0,1016.5,49,4.3,晴
2002/3/19,17.0,3.2,0,10.1,2.4,1018.0,44,0.0,晴
2002/3/20,20.2,7.0,0,10.7,2.1,1019.2,47,0.5,快晴
2002/3/21,20.6,7.7,0.0,0.9,2.1,1010.5,64,6.3,曇一時雨
2002/3/22,15.1,8.1,1.0,0,1.7,1007.8,74,10.0,曇後雨
2002/3/23,13.1,4.5,0.0,6.3,2.4,1010.4,52,6.8,曇時々晴
2002/3/24,11.8,4.1,0.5,3.0,1.9,1017.6,58,9.0,曇一時雨
2002/3/25,14.7,2.0,0,9.0,1.5,1022.5,53,9.8,薄曇
2002/3/26,20.4,4.4,0.0,5.2,,1017.6,57,8.0,曇一時晴
2002/3/27,14.8,6.4,36.5,0,2.5,1009.4,69,9.0,雨後時々曇
2002/3/28,17.3,2.2,0,11.1,1.5,1020.7,47,1.0,晴
2002/3/29,18.3,7.3,8.5,0.1,1.3,1012.7,69,10.0,曇後一時雨
2002/3/30,19.0,8.5,0.0,6.5,2.6,1010.5,59,5.0,曇後晴
2002/3/31,20.6,6.7,0.0,6.0,1.7,1011.4,55,7.5,曇時々晴一時雨、雷を伴う
2002/4/1,22.1,7.1,0,11.2,1.8,1016.4,54,1.3,快晴
2002/4/2,25.6,9.1,0,10.4,1.6,1012.6,51,2.5,晴後一時薄曇
2002/4/3,25.6,10.6,0.0,7.7,2.4,1007.4,54,5.5,晴後一時曇
2002/4/4,18.7,9.7,0.0,11.6,3.2,1015.1,40,3.8,晴
2002/4/5,21.5,7.2,0,11.5,2.6,1019.3,40,2.3,晴
2002/4/6,20.7,6.1,7.0,4.4,1.5,1017.2,56,6.8,晴後曇一時雨
2002/4/7,18.2,11.7,6.0,0,1.7,1012.1,80,7.5,曇一時雨
2002/4/8,26.1,14.9,0,4.5,1.6,1008.6,67,8.5,曇後時々晴
2002/4/9,19.0,10.4,1.0,2.3,1.9,1011.0,64,8.5,雨後曇一時晴
2002/4/10,17.4,8.0,0,3.2,1.7,1017.6,48,10.0,薄曇
2002/4/11,18.1,10.4,9.5,1.3,1.3,1018.6,61,10.0,曇一時雨
2002/4/12,18.1,7.9,5.0,7.4,2.3,1014.4,59,6.0,晴一時曇
2002/4/13,20.1,5.5,0.0,4.3,1.6,1014.7,60,1.8,晴後時々曇
2002/4/14,25.9,7.5,0,9.6,1.8,1018.8,49,2.3,晴
2002/4/15,26.0,13.4,0.0,3.5,2.1,1021.0,52,9.3,曇
2002/4/16,23.1,15.0,5.5,0.3,1.5,1017.0,72,10.0,雨後曇
2002/4/17,21.2,9.0,65.0,0,1.4,1011.2,84,8.5,大雨、雷を伴う
2002/4/18,18.4,8.6,0,7.6,1.9,1017.8,53,8.0,晴後薄曇
2002/4/19,22.4,7.3,0,9.8,1.5,1023.0,42,6.5,晴
2002/4/20,22.1,12.9,0,1.4,2.5,1020.7,64,10.0,曇
2002/4/21,16.8,14.8,28.5,0,2.1,1014.1,83,10.0,雨
2002/4/22,27.7,12.6,0,10.2,1.9,1017.6,66,5.0,晴
2002/4/23,26.3,16.9,0.0,4.7,2.3,1019.1,57,10.0,薄曇
2002/4/24,23.9,16.9,5.0,1.1,2.0,1013.6,63,9.8,曇
2002/4/25,17.9,11.0,6.5,6.1,3.2,1017.2,55,8.8,晴時々曇
2002/4/26,20.3,8.3,0,11.8,2.3,1022.0,50,7.5,晴後薄曇
2002/4/27,22.8,8.2,0,9.4,1.5,1023.1,53,9.0,晴時々薄曇
2002/4/28,23.4,13.4,0.0,5.0,1.9,1021.9,56,8.0,晴時々曇
2002/4/29,20.5,15.4,0.0,0,1.5,1020.8,67,10.0,曇
2002/4/30,22.6,16.5,3.5,0.4,1.8,1015.3,70,10.0,曇一時雨
2002/5/1,19.6,13.4,12.5,0,1.7,1014.2,76,8.5,雨後曇
2002/5/2,26.3,12.7,0,6.3,2.5,1021.0,56,7.0,晴一時曇
2002/5/3,26.2,16.4,0.0,9.9,3.1,1022.4,55,10.0,晴後一時曇
2002/5/4,22.7,17.1,8.0,0,1.3,1019.4,80,10.0,曇後一時雨
2002/5/5,28.7,15.5,0.5,7.3,2.1,1017.0,63,7.0,晴
2002/5/6,24.9,13.2,0.0,8.1,2.4,1018.3,45,9.5,晴一時曇
2002/5/7,20.6,15.7,9.5,0,2.0,1014.8,78,10.0,雨一時曇
2002/5/8,26.2,16.2,2.0,0.8,1.5,1013.8,78,10.0,雨後曇
2002/5/9,23.6,15.1,0.0,1.6,2.1,1016.9,66,10.0,曇
2002/5/10,19.1,16.4,34.0,0,2.1,1013.6,82,10.0,雨
2002/5/11,22.8,16.2,2.0,1.4,1.6,1012.0,77,10.0,曇
2002/5/12,24.2,12.9,0,10.2,1.8,1017.6,56,6.3,薄曇
2002/5/13,28.1,10.2,0,12.2,1.7,1017.8,44,6.0,晴
2002/5/14,28.1,15.2,0,6.6,1.4,1015.9,48,9.8,薄曇
2002/5/15,22.2,16.2,8.5,0,1.1,1012.9,72,10.0,曇後雨
2002/5/16,20.3,15.8,1.0,0,2.6,1011.4,71,10.0,曇後時々雨
2002/5/17,17.8,15.8,20.0,0,2.6,1009.9,79,10.0,雨一時曇
2002/5/18,21.6,13.3,9.0,0.8,1.5,1007.6,73,9.0,曇
2002/5/19,18.7,12.0,3.5,0.8,1.3,1005.6,75,8.3,雨後曇
2002/5/20,21.0,9.9,0.0,3.8,1.8,1006.2,68,6.3,曇時々晴
2002/5/21,28.3,14.7,0,11.4,1.7,1008.0,50,4.5,晴
2002/5/22,27.2,14.8,0,0.8,1.3,1008.6,52,8.8,曇
2002/5/23,27.7,18.2,0.0,4.6,1.6,1004.9,52,7.3,曇後晴
2002/5/24,27.5,16.3,0,11.7,2.5,1004.9,45,3.8,晴
2002/5/25,28.7,13.0,0,11.0,1.7,1006.7,40,1.5,晴
2002/5/26,29.8,13.2,1.0,9.6,1.8,1007.9,42,6.3,晴
2002/5/27,26.0,14.3,0.5,5.6,1.7,1010.5,64,4.5,晴後曇一時雨、雷を伴う
2002/5/28,27.0,11.6,0,11.9,1.7,1013.3,50,3.3,晴
2002/5/29,27.4,16.6,0.0,5.2,1.5,1013.6,54,6.8,曇時々晴
2002/5/30,27.4,16.3,0,3.6,2.1,1011.2,56,10.0,曇一時晴
2002/5/31,25.3,17.3,0.0,1.7,1.9,1005.6,66,10.0,曇一時雨
2002/6/1,30.0,17.3,0,6.6,2.0,1004.3,62,7.5,晴
2002/6/2,30.1,18.6,0,11.6,1.7,1008.1,44,1.8,晴
2002/6/3,31.5,16.6,0.0,11.3,2.0,1009.7,37,2.5,晴
2002/6/4,31.0,17.0,0,7.0,1.7,1010.0,56,4.8,晴一時曇
2002/6/5,33.2,18.1,0,11.3,1.9,1010.1,53,3.5,晴
2002/6/6,32.2,17.3,0,11.5,2.2,1012.3,54,1.0,晴
2002/6/7,32.4,19.2,0,10.7,2.1,1013.5,54,5.5,晴
2002/6/8,32.3,20.6,0.5,11.7,2.2,1010.3,52,6.8,晴
2002/6/9,29.6,17.5,0,10.8,2.5,1009.8,39,5.8,晴後薄曇
2002/6/10,32.9,15.3,0.5,11.9,2.2,1007.9,36,8.8,晴後薄曇
2002/6/11,28.2,19.9,19.5,0.5,1.5,1003.3,82,10.0,雨
2002/6/12,31.1,22.5,0.5,7.4,2.3,1005.4,61,10.0,曇一時晴
2002/6/13,30.8,20.2,0,7.2,1.8,1004.4,56,9.5,薄曇後時々晴
2002/6/14,31.4,21.2,0,,1.9,1004.6,57,10.0,薄曇
2002/6/15,28.4,20.2,0.0,4.2,1.9,1008.3,57,8.5,曇一時晴
2002/6/16,31.3,18.4,0,9.7,1.7,1009.2,55,7.0,薄曇後晴
2002/6/17,27.3,20.9,0,0.1,1.4,1009.1,56,10.0,曇
2002/6/18,27.3,19.1,6.5,5.2,1.8,1005.7,68,7.0,雨後晴
2002/6/19,31.1,15.6,0,11.6,1.7,1008.8,53,5.5,晴時々薄曇
2002/6/20,23.4,18.8,14.5,0,1.9,1004.0,78,10.0,雨
2002/6/21,30.7,18.9,1.5,4.3,1.5,1002.7,73,9.5,曇時々晴後一時雨
2002/6/22,27.5,18.8,0.0,8.1,2.5,1007.1,64,9.3,曇時々晴
2002/6/23,24.7,18.1,0.0,1.4,2.3,1010.3,63,9.8,曇
2002/6/24,19.8,15.7,4.5,0,1.7,1009.0,69,10.0,雨
2002/6/25,19.2,15.1,4.5,0,1.1,1006.5,86,10.0,雨一時曇
2002/6/26,22.9,16.6,0.0,0.4,1.4,1011.0,67,10.0,曇
2002/6/27,22.0,16.7,1.5,0,1.4,1013.8,73,9.5,曇
2002/6/28,30.1,16.0,0.0,6.7,1.6,1014.9,63,9.8,薄曇
2002/6/29,23.3,21.1,3.0,0,2.5,1013.0,75,10.0,曇時々雨
2002/6/30,24.4,19.9,29.5,0,1.3,1010.8,83,9.3,雨一時曇
2002/7/1,29.6,20.7,2.5,0,1.2,1011.5,77,10.0,曇
2002/7/2,31.6,24.3,0.5,2.4,1.5,1013.4,74,9.5,曇一時雨
2002/7/3,32.0,22.7,0,4.1,1.6,1013.8,68,9.8,薄曇
2002/7/4,34.3,23.9,0,9.5,1.6,1013.9,60,9.8,曇時々晴
2002/7/5,31.7,24.7,0.0,1.6,2.0,1012.0,65,10.0,曇
2002/7/6,34.0,26.1,0.0,0.7,3.0,1005.8,56,9.8,曇一時晴
2002/7/7,33.5,24.3,2.5,8.5,2.3,1006.1,64,8.0,曇時々晴一時雨
2002/7/8,32.9,25.4,0.0,3.8,1.8,1008.5,66,7.3,曇時々晴
2002/7/9,32.0,25.8,3.0,0.5,2.2,1004.5,71,10.0,曇一時雨
2002/7/10,29.1,24.6,40.0,0,2.1,993.7,81,10.0,雨
2002/7/11,29.1,22.5,0.0,6.8,2.3,997.6,64,8.8,晴時々曇
2002/7/12,33.8,20.3,0,12.7,1.9,1003.8,58,2.3,晴
2002/7/13,31.6,24.1,7.0,0.4,1.9,1007.4,73,10.0,曇一時雨
2002/7/14,33.0,26.1,0.0,2.5,2.8,1006.2,67,9.0,曇
2002/7/15,31.5,25.9,8.5,0.5,2.0,1001.9,74,10.0,曇一時雨
2002/7/16,32.4,23.8,22.0,4.0,2.2,996.8,72,8.8,曇一時雨、雷を伴う
2002/7/17,27.6,21.3,22.0,0.7,1.4,1002.8,79,10.0,曇一時雨、雷を伴う
2002/7/18,33.1,22.5,24.5,5.5,1.8,1007.4,75,7.8,晴後曇一時雨
2002/7/19,32.4,24.4,6.0,1.2,1.5,1010.5,75,10.0,曇一時雨
2002/7/20,34.9,25.5,0.0,5.9,1.9,1011.9,66,8.5,曇後晴
2002/7/21,35.6,25.7,0.0,9.2,1.6,1010.4,65,5.3,晴一時曇
2002/7/22,35.1,25.6,0,7.7,1.7,1010.0,63,5.5,晴時々曇
2002/7/23,36.8,25.3,0,7.6,1.7,1010.2,61,4.5,晴時々曇
2002/7/24,36.8,25.4,0,9.4,1.8,1008.0,58,4.3,晴
2002/7/25,34.3,26.5,0,5.7,3.5,1006.6,59,7.5,曇時々晴
2002/7/26,34.8,27.0,0,11.6,4.1,1009.5,56,7.3,晴
2002/7/27,35.8,26.4,0,11.8,2.6,1012.1,57,6.3,薄曇
2002/7/28,37.0,25.8,0,9.0,1.5,1011.5,59,5.3,晴
2002/7/29,35.7,27.2,10.5,3.5,1.7,1010.7,66,9.3,曇後時々晴一時雨、雷を伴う
2002/7/30,35.9,26.2,0,5.5,1.8,1010.8,64,9.0,曇時々晴、雷を伴う
2002/7/31,35.9,25.9,0,8.1,1.8,1011.8,64,7.8,晴
2002/8/1,35.7,26.7,0.0,5.4,2.0,1010.3,61,6.8,曇時々晴
2002/8/2,33.8,25.6,4.5,3.6,1.6,1007.7,70,6.0,曇時々晴一時雨、雷を伴う
2002/8/3,33.8,24.9,0,2.9,1.7,1006.7,64,7.3,曇一時晴
2002/8/4,31.0,24.5,18.5,2.4,1.5,1007.6,74,9.5,曇一時雨
2002/8/5,36.0,24.0,0,9.9,1.8,1009.6,61,4.3,晴
2002/8/6,36.4,25.4,0,11.7,2.0,1011.6,56,5.0,晴
2002/8/7,35.6,26.4,0,11.2,2.4,1011.2,56,3.0,晴
2002/8/8,35.7,26.0,0.0,9.8,2.4,1010.3,55,5.5,晴
2002/8/9,33.0,25.6,0.0,4.0,2.3,1010.7,65,9.5,曇
2002/8/10,35.2,26.3,0,3.9,2.0,1012.4,60,7.8,晴時々曇
2002/8/11,35.0,26.8,0,7.6,2.3,1014.4,57,8.3,晴時々曇
2002/8/12,31.3,25.7,4.5,3.1,1.8,1014.8,69,8.8,曇時々晴一時雨、雷を伴う
2002/8/13,35.8,24.5,0,10.0,2.0,1012.6,59,7.8,曇後晴
2002/8/14,34.9,25.0,0.0,6.8,1.8,1010.9,64,9.0,晴時々曇、雷を伴う
2002/8/15,33.9,25.4,0.0,2.5,1.7,1009.7,72,10.0,曇一時雨、雷を伴う
2002/8/16,36.0,23.9,0.0,6.0,1.7,1008.7,63,7.0,晴時々曇
2002/8/17,36.4,24.7,0,9.0,2.2,1006.9,60,5.8,晴
2002/8/18,31.9,26.6,0.0,0,2.9,1003.5,63,10.0,曇一時雨
2002/8/19,32.5,24.4,0.0,2.4,3.7,1000.8,63,8.3,曇時々晴
2002/8/20,28.9,20.8,0.0,5.8,3.0,1007.0,53,6.0,晴時々曇
2002/8/21,28.9,18.6,0.0,6.2,2.3,1009.1,59,5.3,晴時々曇
2002/8/22,30.0,17.7,0,7.1,1.6,1010.7,58,6.3,晴時々曇
2002/8/23,29.1,19.6,0.0,0.3,1.2,1010.7,62,10.0,曇
2002/8/24,31.4,22.9,19.5,2.5,1.5,1007.8,67,10.0,曇
2002/8/25,34.2,21.8,0,10.4,1.6,1008.6,65,4.8,晴
2002/8/26,35.2,20.5,0,10.6,2.0,1010.7,54,2.0,晴
2002/8/27,33.3,24.4,0.0,5.1,2.7,1012.4,64,7.3,曇後時々晴
2002/8/28,29.4,25.5,17.0,0.3,2.2,1013.8,75,8.8,曇時々雨
2002/8/29,31.3,26.2,2.5,2.1,3.0,1013.5,69,7.0,曇一時雨
2002/8/30,34.9,25.8,0,10.6,3.6,1011.2,60,4.5,晴
2002/8/31,34.4,26.2,0.0,7.5,3.6,1009.6,60,8.0,晴時々曇
2002/9/1,35.2,25.9,0,7.4,3.0,1010.4,54,3.3,晴時々曇
2002/9/2,35.1,24.6,0,10.8,2.1,1013.2,54,4.8,晴
2002/9/3,34.0,23.8,0,6.2,1.7,1013.5,59,5.8,晴後一時曇
2002/9/4,35.5,24.3,0,8.5,1.7,1013.7,59,4.5,晴
2002/9/5,34.4,24.4,0,7.0,2.5,1012.1,60,7.3,曇時々晴
2002/9/6,27.2,23.2,14.0,0,1.3,1010.6,80,10.0,雨
2002/9/7,29.4,23.7,17.5,1.5,1.4,1011.2,79,10.0,曇時々雨、雷を伴う
2002/9/8,30.5,22.5,0.0,4.5,2.1,1011.1,70,4.8,曇後晴
2002/9/9,30.9,20.1,0,10.2,1.7,1008.3,62,3.0,晴
2002/9/10,31.2,18.9,0,7.6,1.6,1010.9,62,4.3,晴
2002/9/11,32.5,22.7,0.0,3.9,1.7,1013.0,67,7.8,曇後時々晴一時雨
2002/9/12,31.3,23.3,1.0,3.4,1.5,1012.3,71,8.5,曇一時晴
2002/9/13,31.3,21.8,0.5,6.8,1.6,1011.5,63,9.3,曇時々晴一時雨
2002/9/14,27.3,21.4,0.0,0.2,1.9,1013.6,62,10.0,曇
2002/9/15,26.2,19.9,0.0,0.4,1.8,1015.4,61,10.0,曇
2002/9/16,27.7,18.8,0.5,0.3,1.9,1011.9,72,10.0,曇一時雨
2002/9/17,25.8,21.0,16.0,0.6,1.4,1010.4,78,10.0,曇時々雨
2002/9/18,26.9,18.1,0.0,9.2,2.3,1018.2,59,5.0,晴
2002/9/19,30.1,16.5,0,8.5,1.9,1020.4,58,5.3,晴
2002/9/20,30.1,18.2,0,7.3,1.8,1017.8,48,3.5,晴
2002/9/21,31.1,19.1,0,10.1,1.5,1012.5,52,6.0,薄曇
2002/9/22,26.0,20.6,0,0,2.2,1005.6,55,10.0,曇
2002/9/23,25.8,16.0,0.0,5.9,2.6,1008.4,57,5.3,晴一時雨
2002/9/24,26.7,13.5,0,9.2,1.8,1015.8,56,1.0,晴
2002/9/25,27.1,14.2,0,8.7,1.5,1020.2,59,6.0,晴一時曇
2002/9/26,22.5,14.2,3.0,0,1.6,1021.9,69,9.5,曇後雨
2002/9/27,23.7,18.2,7.5,1.0,3.0,1018.9,67,10.0,曇
2002/9/28,25.3,18.6,15.0,0.6,1.2,1011.0,80,9.8,曇一時雨
2002/9/29,23.6,18.5,0.0,0.6,1.0,1013.8,76,9.5,曇
2002/9/30,26.4,17.8,4.5,3.1,1.5,1014.7,70,9.8,曇一時雨
2002/10/1,20.4,18.1,26.0,0,1.4,1004.3,83,8.3,雨
